Model,Output_Neurons,Classes,Test_Accuracy,Test_Precision,Test_Recall,F1_Score,ROC_AUC
vgg16,1,0vs1,0.9885,0.9812807881773399,0.996,0.9885856079404467,0.9996579999999999
